2783|BOLIN|12,962|91.15%|2.60%|0.38%|1.64%|1.74%|2.50%
2784|FUCHS|12,958|95.03%|0.25%|0.78%|0.22%|1.07%|2.64%
2785|RADFORD|12,956|78.20%|16.84%|0.40%|0.77%|2.03%|1.75%
2786|FOY|12,952|71.73%|22.44%|0.82%|0.47%|1.93%|2.62%
2786|EPSTEIN|12,952|95.72%|0.31%|0.70%|0.04%|1.03%|2.19%
2788|LIPSCOMB|12,948|56.24%|38.37%|0.39%|0.59%|2.70%|1.71%
2789|CARREON|12,941|4.95%|0.19%|9.00%|0.12%|0.75%|84.99%
2790|PEASE|12,937|91.41%|2.57%|0.49%|1.73%|1.58%|2.22%
2791|REGALADO|12,931|5.42%|0.23%|3.43%|0.22%|0.33%|90.36%
2792|OLDHAM|12,928|85.84%|8.90%|0.53%|0.69%|1.80%|2.23%
2793|BELANGER|12,922|94.39%|0.73%|0.56%|0.84%|1.59%|1.89%
2794|ALCANTAR|12,919|3.27%|0.27%|0.21%|0.19%|0.16%|95.90%
2795|LOONEY|12,910|84.68%|9.78%|0.51%|1.17%|2.02%|1.84%
2796|KENYON|12,891|93.41%|1.72%|0.65%|0.70%|1.50%|2.02%
2796|REICH|12,891|93.85%|0.50%|0.53%|0.96%|1.44%|2.72%
2798|EPPERSON|12,884|83.67%|9.50%|0.59%|1.23%|2.41%|2.61%
2799|AGUAYO|12,876|4.09%|0.19%|0.29%|0.25%|0.14%|95.05%
2800|BEATY|12,869|82.07%|12.22%|0.45%|0.44%|2.00%|2.82%
2801|RICKETTS|12,862|71.79%|22.11%|0.45%|0.65%|2.27%|2.72%
2802|CHEATHAM|12,852|55.84%|38.43%|0.35%|0.45%|2.59%|2.33%
2803|LUSK|12,847|85.90%|8.83%|0.52%|0.64%|1.66%|2.44%
2804|MABRY|12,846|68.31%|26.40%|0.30%|0.48%|2.01%|2.50%
2805|MILLARD|12,843|90.13%|3.69%|0.97%|0.57%|1.78%|2.87%
2806|SHEN|12,839|3.49%|0.32%|93.77%|0.07%|1.70%|0.65%
2807|THRASHER|12,836|84.67%|10.06%|0.46%|0.90%|1.80%|2.12%
2808|DANIELSON|12,833|93.25%|0.94%|1.32%|0.61%|1.70%|2.17%
2809|EBERT|12,830|95.13%|0.51%|0.61%|0.35%|1.29%|2.11%
2810|TUBBS|12,828|70.03%|24.39%|0.55%|0.94%|2.09%|2.00%
2811|GILCHRIST|12,825|62.20%|32.80%|0.37%|0.49%|1.94%|2.20%
2812|CARDOZA|12,824|29.74%|2.83%|1.26%|0.25%|1.36%|64.57%
2813|ANDRES|12,821|46.21%|2.26%|16.07%|0.50%|1.68%|33.27%
2814|WILLINGHAM|12,818|63.25%|30.80%|0.51%|0.51%|2.16%|2.77%
2815|RAGLAND|12,816|48.63%|44.76%|0.47%|0.51%|3.53%|2.09%
2816|AIKEN|12,812|66.40%|27.64%|0.89%|1.02%|2.11%|1.94%
2817|CARON|12,810|94.35%|0.59%|0.75%|0.37%|1.20%|2.75%
2818|SNODGRASS|12,806|93.43%|2.06%|0.43%|0.59%|1.52%|1.96%
2819|GAFFNEY|12,805|83.06%|12.07%|0.53%|0.26%|1.64%|2.44%
2820|BABB|12,794|82.12%|11.86%|0.70%|0.48%|1.84%|2.99%
2821|DENNEY|12,792|93.11%|1.44%|0.45%|1.19%|1.47%|2.35%
2822|SCHOFIELD|12,790|87.95%|6.66%|0.59%|0.69%|1.58%|2.53%
2823|JAUREGUI|12,783|5.73%|0.10%|0.32%|0.13%|0.25%|93.48%
2824|MAIN|12,776|91.94%|0.66%|1.53%|1.32%|1.75%|2.79%
2825|TAVARES|12,766|52.21%|10.20%|2.49%|0.31%|4.30%|30.50%
2826|BARONE|12,758|93.47%|0.70%|0.45%|0.18%|0.96%|4.23%
2826|TROUT|12,758|92.62%|1.53%|0.56%|0.99%|2.03%|2.27%
2828|REES|12,754|93.90%|0.85%|0.81%|0.29%|1.61%|2.54%
2829|PEDRAZA|12,748|4.55%|0.30%|0.58%|0.28%|0.20%|94.09%
2830|CRISP|12,741|81.74%|12.57%|0.60%|0.80%|2.04%|2.25%
2831|GILLETTE|12,724|87.37%|6.16%|0.66%|0.72%|1.91%|3.18%
2832|STOCK|12,722|94.91%|0.55%|0.54%|0.36%|1.50%|2.14%
2833|BAGGETT|12,717|86.13%|9.68%|0.29%|0.57%|1.31%|2.02%
2833|MESSINA|12,717|93.83%|0.27%|0.50%|0.06%|1.16%|4.20%
2833|KILLIAN|12,717|90.41%|4.40%|0.54%|0.64%|1.75%|2.25%
2836|ANGULO|12,714|5.01%|0.50%|1.10%|0.20%|0.13%|93.05%
2837|AMATO|12,713|92.17%|0.42%|1.15%|0.14%|0.96%|5.17%
2838|WENDT|12,712|95.13%|0.36%|0.72%|0.42%|1.24%|2.12%
2839|PARRIS|12,710|66.00%|25.41%|0.54%|1.27%|2.79%|4.00%
2839|HAMMONDS|12,710|57.29%|29.67%|0.30%|7.99%|2.75%|2.01%
2841|STEINBERG|12,709|95.32%|0.52%|0.79%|0.16%|0.97%|2.25%
2842|BREAUX|12,705|77.50%|17.99%|0.42%|0.46%|1.76%|1.88%
2843|EAST|12,684|84.01%|11.11%|0.48%|0.50%|1.71%|2.18%
2844|MCARTHUR|12,683|75.35%|17.59%|0.52%|1.01%|2.52%|3.01%
2845|GREY|12,680|65.19%|23.29%|2.15%|2.39%|2.67%|4.31%
2846|WISNIEWSKI|12,675|96.22%|0.27%|0.46%|0.21%|0.93%|1.92%
2847|PAN|12,664|2.61%|0.46%|94.02%|0.07%|1.63%|1.22%
2848|GUARDADO|12,656|3.45%|0.21%|0.11%|0.08%|0.10%|96.05%
2849|BENAVIDEZ|12,648|8.13%|0.21%|0.99%|0.81%|0.28%|89.57%
2850|GARBER|12,640|94.75%|0.84%|0.73%|0.31%|1.39%|1.99%
2850|LAZO|12,640|7.59%|0.27%|7.96%|0.04%|0.82%|83.31%
2852|LERMA|12,639|6.54%|0.36%|0.76%|0.58%|0.40%|91.37%
2853|ALCANTARA|12,636|5.05%|0.62%|17.89%|0.05%|1.45%|74.94%
2854|HOUCK|12,634|94.98%|0.93%|0.58%|0.51%|1.58%|1.42%
2855|SEITZ|12,630|95.67%|0.36%|0.67%|0.33%|1.13%|1.84%
2856|SCHUBERT|12,629|93.92%|0.31%|0.78%|0.37%|1.43%|3.20%
2857|MUNGUIA|12,615|3.95%|0.22%|0.13%|0.13%|0.11%|95.46%
2858|REDDY|12,614|27.17%|2.35%|66.12%|0.59%|2.60%|1.17%
2858|HUNTLEY|12,614|68.37%|26.69%|0.58%|0.38%|2.19%|1.79%
2858|WING|12,614|82.15%|3.81%|6.89%|1.60%|2.77%|2.78%
2861|ADCOCK|12,599|94.35%|0.99%|0.46%|0.93%|1.59%|1.68%
2861|SLADE|12,599|64.27%|29.53%|0.80%|0.26%|2.58%|2.55%
2861|MATLOCK|12,599|73.69%|19.87%|0.52%|1.18%|2.44%|2.29%
2864|LONGO|12,594|92.42%|1.24%|0.55%|0.14%|0.93%|4.72%
2865|ORLANDO|12,586|89.39%|1.28%|0.94%|0.14%|0.93%|7.33%
2865|HEIN|12,586|94.18%|0.22%|1.54%|0.34%|1.36%|2.35%
2867|TRAMMELL|12,582|71.64%|21.94%|0.38%|0.90%|2.61%|2.53%
2868|GUINN|12,577|82.15%|10.32%|0.62%|2.09%|2.31%|2.51%
2869|WILL|12,575|91.16%|4.35%|0.76%|0.26%|1.45%|2.03%
2870|MUSE|12,571|58.11%|36.39%|0.68%|0.47%|2.39%|1.97%
2871|CLANCY|12,556|90.81%|4.59%|0.82%|0.33%|1.39%|2.05%
2872|CARABALLO|12,546|7.14%|1.66%|0.45%|0.04%|0.31%|90.40%
2873|BAUGH|12,543|74.57%|19.93%|0.66%|0.69%|2.10%|2.06%
2874|CRAWLEY|12,523|59.98%|33.97%|0.35%|0.67%|2.87%|2.16%
2875|WHEATLEY|12,520|84.69%|10.85%|0.49%|0.36%|1.57%|2.04%
2876|LINN|12,508|91.81%|0.75%|2.41%|0.59%|1.50%|2.93%
2877|SHOCKLEY|12,504|83.36%|11.56%|0.38%|0.58%|2.22%|1.89%
2878|CHISHOLM|12,503|65.08%|28.51%|0.65%|0.77%|2.41%|2.59%
2879|DONG|12,466|2.87%|0.39%|93.81%|0.05%|2.13%|0.76%
2880|MCCURDY|12,463|84.63%|10.26%|0.31%|0.71%|1.73%|2.36%
2881|BERTRAND|12,461|80.26%|13.06%|0.50%|0.31%|1.77%|4.09%
2882|SPANN|12,457|43.04%|51.25%|0.31%|0.35%|3.03%|2.01%
2883|PRECIADO|12,455|4.18%|0.31%|0.32%|0.25%|0.09%|94.86%
2883|COONEY|12,455|92.85%|2.62%|0.59%|0.34%|1.24%|2.37%
2885|BERRIOS|12,451|6.14%|1.29%|0.27%|0.08%|0.35%|91.89%
2886|ZELAYA|12,448|4.25%|1.05%|0.39%|0.06%|0.19%|94.06%
2887|JAEGER|12,436|94.89%|0.25%|0.88%|0.38%|1.28%|2.32%
2888|SMALLS|12,435|3.78%|90.49%|0.23%|0.28%|2.76%|2.46%
2889|CLEVENGER|12,428|94.98%|0.39%|0.60%|0.64%|1.42%|1.97%
2889|DURANT|12,428|51.96%|36.82%|0.68%|1.88%|3.23%|5.43%
2891|BOLLINGER|12,425|94.99%|0.39%|0.88%|0.61%|1.48%|1.65%
2892|ARMENDARIZ|12,423|5.24%|0.23%|0.14%|0.15%|0.22%|94.02%
2893|DENSON|12,419|45.69%|47.85%|0.48%|1.08%|2.63%|2.28%
2894|MIXON|12,394|64.06%|30.77%|0.33%|0.64%|2.23%|1.98%
2895|GEARY|12,382|92.51%|2.98%|0.50%|0.57%|1.20%|2.25%
2896|MONTIEL|12,376|4.77%|0.37%|0.40%|0.48%|0.15%|93.83%
2897|SANTAMARIA|12,375|18.42%|0.20%|3.75%|0.09%|0.57%|76.96%
2898|MCAFEE|12,371|71.40%|22.25%|0.43%|0.58%|2.49%|2.85%
2899|DONALD|12,367|52.03%|41.74%|0.68%|0.99%|2.60%|1.96%
2900|FOUST|12,366|86.58%|8.75%|0.41%|0.47%|1.73%|2.05%
2901|SISK|12,365|90.77%|3.53%|0.36%|1.23%|1.65%|2.45%
2902|ROCKWELL|12,360|90.61%|3.95%|0.69%|0.98%|1.52%|2.26%
2903|FERRARO|12,355|93.09%|0.70%|0.56%|0.08%|0.96%|4.62%
2904|STILL|12,354|80.14%|13.23%|0.45%|1.52%|2.47%|2.19%
2905|CASPER|12,351|93.14%|2.24%|0.71%|0.42%|1.38%|2.10%
2906|CINTRON|12,349|7.23%|1.77%|0.43%|0.15%|0.17%|90.25%
2907|OVERSTREET|12,342|78.16%|17.17%|0.37%|0.50%|1.95%|1.85%
2908|BORGES|12,337|57.30%|3.02%|1.38%|0.22%|2.11%|35.97%
2909|CONCEPCION|12,332|4.68%|1.60%|21.42%|0.11%|2.13%|70.06%
2910|LEMONS|12,322|71.32%|22.90%|0.27%|0.70%|1.68%|3.13%
2911|MATSON|12,320|92.35%|1.90%|0.75%|1.25%|1.59%|2.16%
2912|BRINSON|12,303|49.36%|46.02%|0.31%|0.31%|2.28%|1.72%
2912|SHELBY|12,303|58.22%|36.02%|0.44%|0.57%|2.33%|2.42%
2914|RALSTON|12,302|90.60%|3.60%|0.67%|0.88%|1.71%|2.54%
2915|ALTAMIRANO|12,296|4.24%|0.28%|1.17%|0.12%|0.13%|94.05%
2916|SWANN|12,293|67.02%|26.23%|0.62%|1.04%|2.81%|2.28%
2917|ALICEA|12,287|7.55%|1.45%|0.37%|0.07%|0.31%|90.24%
2918|BROUGHTON|12,273|66.09%|28.82%|0.48%|0.61%|1.99%|2.01%
2919|OGLESBY|12,271|63.37%|31.20%|0.42%|0.51%|2.22%|2.29%
2920|CACERES|12,269|5.88%|0.43%|1.54%|(S)|(S)|91.78%
2921|BRAXTON|12,268|19.89%|72.43%|0.27%|0.42%|4.18%|2.81%
2922|ASHTON|12,263|80.49%|13.36%|0.61%|0.48%|2.14%|2.93%
2922|LOMELI|12,263|4.77%|0.23%|0.15%|0.11%|0.13%|94.61%
2924|BEGUM|12,255|0.84%|0.20%|96.60%|0.15%|1.92%|0.29%
2925|SCARBOROUGH|12,252|80.44%|14.85%|0.38%|0.60%|1.51%|2.22%
2926|DEWEY|12,249|91.66%|1.87%|0.65%|1.92%|2.02%|1.88%
2927|ALFONSO|12,246|19.79%|1.25%|10.44%|0.13%|0.99%|67.39%
2928|DUGGAN|12,237|92.44%|2.69%|0.74%|0.28%|1.35%|2.50%
2929|NADEAU|12,236|92.55%|0.42%|0.43%|3.02%|2.02%|1.57%
2930|CHURCHILL|12,235|89.11%|5.29%|0.57%|0.82%|2.01%|2.21%
2931|LOYA|12,232|9.81%|0.34%|0.75%|0.37%|0.31%|88.42%
2932|RAGSDALE|12,227|78.46%|14.52%|0.43%|1.28%|2.40%|2.92%
2933|MACE|12,222|89.67%|4.12%|0.39%|1.45%|1.56%|2.81%
2934|BRUBAKER|12,218|95.59%|0.25%|0.56%|0.29%|1.10%|2.21%
2934|RIGGINS|12,218|51.29%|42.46%|0.43%|0.54%|2.72%|2.55%
2936|CURLEY|12,211|70.66%|8.29%|0.59%|16.49%|1.63%|2.34%
2937|GRABER|12,204|97.16%|0.46%|0.27%|0.12%|0.61%|1.38%
2937|MCCRARY|12,204|64.86%|29.84%|0.29%|0.48%|2.06%|2.47%
2939|FARNSWORTH|12,203|94.97%|0.45%|0.52%|0.37%|1.25%|2.43%
2940|HERRICK|12,202|94.60%|0.47%|0.69%|0.55%|1.49%|2.20%
2940|OATES|12,202|61.02%|33.99%|0.30%|0.48%|2.00%|2.21%
2942|NUNES|12,191|69.95%|5.41%|1.57%|0.30%|2.68%|20.09%
2943|HARLEY|12,186|52.61%|38.84%|0.45%|2.41%|3.19%|2.49%
2944|ROBERT|12,181|71.20%|15.75%|3.99%|0.69%|2.08%|6.29%
2944|TALBERT|12,181|69.99%|24.06%|0.54%|0.55%|2.54%|2.32%
2946|HOPSON|12,180|51.75%|41.57%|0.30%|1.67%|2.85%|1.86%
2947|WATERMAN|12,177|86.08%|7.63%|0.60%|1.17%|1.81%|2.71%
2948|GAO|12,172|1.22%|(S)|97.39%|(S)|0.62%|0.41%
2949|LANTZ|12,169|95.17%|0.60%|0.62%|0.39%|1.45%|1.78%
2950|HAMRICK|12,168|93.07%|3.55%|0.29%|0.47%|1.12%|1.50%
2950|CORNWELL|12,168|90.33%|5.14%|0.51%|0.39%|1.66%|1.97%
2952|NYE|12,167|93.79%|0.86%|1.13%|0.59%|1.50%|2.14%
2953|REIS|12,165|88.94%|2.72%|1.63%|0.16%|2.31%|4.25%
2954|BIRCH|12,161|82.79%|10.95%|0.77%|0.54%|1.87%|3.08%
2955|MILNER|12,153|77.55%|17.33%|0.57%|0.43%|1.63%|2.49%
2956|SLONE|12,142|94.14%|1.87%|0.69%|0.56%|1.50%|1.24%
2957|SPURLOCK|12,141|82.18%|13.08%|0.37%|0.42%|1.95%|2.00%
2958|TOLLIVER|12,128|44.85%|48.87%|0.37%|0.79%|3.08%|2.04%
2958|ALMONTE|12,128|5.22%|0.74%|3.09%|0.05%|0.35%|90.54%
2960|RAZO|12,125|5.20%|0.28%|1.24%|0.44%|0.42%|92.42%
2961|MASTERSON|12,117|92.19%|2.31%|0.64%|0.66%|1.81%|2.39%
2962|PORRAS|12,106|7.24%|0.17%|1.61%|0.40%|0.27%|90.30%
2963|MOULTON|12,104|88.74%|6.06%|0.64%|0.56%|1.69%|2.31%
2964|MONK|12,103|78.42%|15.81%|0.85%|0.62%|1.58%|2.72%
2965|PENCE|12,101|94.89%|0.72%|0.48%|0.52%|1.50%|1.89%
2966|HATTON|12,090|81.22%|12.97%|0.43%|1.15%|2.04%|2.18%
2967|RUST|12,086|93.79%|1.16%|0.71%|0.59%|1.63%|2.12%
2968|DUCKWORTH|12,080|79.83%|14.64%|0.58%|0.47%|2.09%|2.40%
2969|FRANTZ|12,079|94.93%|0.91%|0.54%|0.56%|1.14%|1.92%
2970|OREILLY|12,074|91.86%|2.05%|0.71%|0.35%|1.54%|3.50%
2971|BUNDY|12,065|82.11%|12.32%|0.51%|0.71%|2.30%|2.03%
2972|BETHEA|12,061|19.53%|74.76%|0.18%|0.55%|2.66%|2.32%
2973|REINHARDT|12,057|93.06%|1.64%|0.68%|0.41%|1.36%|2.84%
2974|SAM|12,053|12.06%|27.84%|33.73%|17.93%|3.07%|5.37%
2975|GUO|12,048|1.10%|0.32%|97.77%|0.00%|0.66%|0.17%
2976|LITTLEJOHN|12,047|43.50%|47.34%|0.43%|2.14%|4.32%|2.26%
2977|CARLIN|12,035|83.69%|1.50%|0.85%|0.37%|1.06%|12.53%
2978|KIMBROUGH|12,034|45.26%|48.71%|0.41%|0.29%|3.27%|2.06%
2979|LOW|12,032|61.77%|1.70%|28.82%|0.36%|4.31%|3.03%
2979|STOLL|12,032|94.00%|0.94%|0.77%|0.49%|1.48%|2.32%
2981|LANDRUM|12,026|72.82%|20.84%|0.37%|0.73%|2.69%|2.55%
2982|CHAMPAGNE|12,023|84.56%|9.47%|0.42%|1.53%|1.73%|2.29%
2982|FORTE|12,023|63.00%|27.82%|0.82%|0.27%|1.80%|6.28%
2984|DYSON|12,017|58.73%|36.03%|0.48%|0.32%|2.40%|2.03%
2985|JETT|12,008|75.13%|19.42%|0.47%|0.42%|2.64%|1.92%
2986|BACH|11,999|84.82%|0.30%|10.70%|0.21%|1.30%|2.67%
2987|STREETER|11,988|65.22%|29.18%|0.48%|0.48%|2.19%|2.46%
2988|CHRISTMAN|11,987|92.27%|2.76%|0.60%|0.58%|1.74%|2.04%
2989|BRINK|11,982|93.65%|0.33%|0.73%|1.54%|1.39%|2.35%
2990|HERR|11,980|90.08%|0.65%|5.54%|0.20%|1.30%|2.22%
2991|FALK|11,979|94.33%|0.50%|0.94%|0.23%|1.41%|2.59%
2992|BEVERLY|11,978|49.63%|44.57%|0.34%|0.41%|2.76%|2.29%
2993|WYLIE|11,975|82.81%|11.22%|0.68%|0.78%|1.95%|2.55%
2994|FALLON|11,974|93.11%|1.41%|0.72%|0.23%|1.32%|3.21%
2995|BILLINGSLEY|11,973|65.74%|28.99%|0.33%|0.49%|2.42%|2.02%
2996|STACK|11,967|92.70%|1.79%|0.82%|0.36%|1.57%|2.76%
2997|CHOWDHURY|11,961|2.23%|0.33%|93.57%|0.67%|2.41%|0.79%
2998|PASCUAL|11,959|5.40%|0.36%|37.42%|0.37%|3.06%|53.39%
2999|QUALLS|11,958|73.06%|20.02%|0.31%|1.66%|2.59%|2.36%
3000|PERSAUD|11,956|10.22%|20.54%|51.83%|3.70%|8.94%|4.77%
3001|CHRISTIANSON|11,951|94.34%|0.38%|0.54%|0.71%|1.66%|2.36%
3001|FORTNER|11,951|89.93%|5.41%|0.39%|0.85%|1.77%|1.65%
3003|GILMAN|11,946|93.02%|1.05%|1.06%|0.90%|1.98%|1.99%
3004|CECIL|11,941|90.55%|3.83%|1.09%|0.72%|1.47%|2.34%
3005|FRANCE|11,937|76.88%|16.98%|0.86%|0.74%|2.18%|2.36%
3005|TURPIN|11,937|83.03%|11.53%|0.48%|0.72%|1.95%|2.30%
3007|GREENFIELD|11,922|86.29%|8.90%|0.72%|0.28%|1.54%|2.26%
3008|MIZE|11,908|91.29%|2.78%|0.55%|0.98%|2.06%|2.34%
3008|SELBY|11,908|81.23%|13.34%|0.56%|0.60%|1.97%|2.29%
3010|COTTER|11,904|94.52%|0.71%|0.75%|0.54%|1.35%|2.13%
3011|NEW|11,903|88.62%|4.39%|1.49%|0.86%|1.82%|2.82%
3012|FONTAINE|11,901|83.54%|9.66%|0.63%|0.38%|1.75%|4.04%
3012|VALLADARES|11,901|4.30%|0.53%|0.56%|0.09%|0.10%|94.41%
3014|EDGAR|11,895|87.41%|4.78%|1.34%|0.48%|1.88%|4.12%
3015|FORMAN|11,894|84.01%|10.86%|0.56%|0.45%|1.57%|2.55%
3016|HANNON|11,893|85.45%|9.25%|0.50%|0.52%|1.94%|2.34%
3017|REEDY|11,884|87.77%|7.23%|0.58%|0.59%|1.51%|2.32%
3018|GALVIN|11,882|84.87%|4.31%|0.86%|0.45%|1.56%|7.95%
3019|DOUGHTY|11,880|81.69%|12.51%|0.66%|0.63%|1.96%|2.54%
3020|FRALEY|11,876|91.85%|3.72%|0.46%|0.58%|1.56%|1.83%
3020|BECKWITH|11,876|82.47%|12.39%|0.68%|0.53%|2.05%|1.88%
3022|ALLAN|11,867|84.46%|6.45%|2.06%|0.75%|2.44%|3.83%
3023|BEAUCHAMP|11,865|80.12%|7.44%|0.51%|0.97%|2.27%|8.69%
3024|VIERA|11,861|19.48%|1.87%|0.46%|0.19%|0.71%|77.30%
3025|MOFFETT|11,853|67.82%|26.42%|0.57%|0.95%|1.88%|2.35%
3026|STUCKEY|11,846|67.01%|28.41%|0.35%|0.57%|1.92%|1.73%
3027|BRUMFIELD|11,842|54.50%|41.21%|0.36%|0.39%|1.68%|1.86%
3028|LANKFORD|11,834|84.38%|9.58%|0.53%|1.18%|2.10%|2.21%
3029|CYR|11,829|95.44%|0.24%|0.58%|0.41%|1.45%|1.88%
3029|BOLANOS|11,829|3.90%|0.42%|1.23%|0.09%|0.16%|94.20%
3031|SHANKS|11,822|78.10%|16.05%|0.62%|0.75%|2.17%|2.31%
3032|OSULLIVAN|11,818|93.83%|1.72%|0.77%|0.18%|1.24%|2.26%
3033|DELVALLE|11,816|8.66%|1.37%|1.25%|0.12%|0.27%|88.33%
3034|HITE|11,810|85.80%|9.39%|0.62%|0.44%|1.63%|2.12%
3035|ARENAS|11,809|5.27%|0.51%|4.87%|0.26%|0.46%|88.64%
3036|TOMLIN|11,797|75.81%|19.08%|0.53%|0.52%|2.01%|2.06%
3037|CARDWELL|11,791|82.00%|12.39%|0.38%|0.67%|2.10%|2.45%
3038|MILAM|11,787|85.32%|8.21%|0.65%|0.82%|2.02%|2.97%
3039|BOWIE|11,786|41.55%|51.35%|0.42%|0.77%|2.99%|2.93%
3040|HALVERSON|11,781|94.73%|0.28%|0.75%|0.57%|1.58%|2.10%
3041|SPEER|11,770|91.64%|1.78%|0.59%|0.61%|1.74%|3.64%
3042|AMARO|11,769|11.82%|1.12%|0.82%|0.25%|0.39%|85.60%
3043|MCMILLIAN|11,765|35.86%|57.37%|0.26%|2.12%|2.51%|1.89%
3044|PONDER|11,764|66.66%|28.12%|0.51%|0.51%|2.09%|2.11%
3045|BECKETT|11,763|77.05%|17.64%|0.53%|0.43%|1.94%|2.42%
3046|APPLEGATE|11,762|93.04%|1.11%|0.53%|0.87%|1.81%|2.65%
3047|LARUE|11,757|86.80%|6.52%|0.63%|0.61%|2.03%|3.40%
3048|HUDGINS|11,755|78.24%|16.36%|0.37%|0.66%|2.28%|2.09%
3049|PAXTON|11,754|86.18%|8.09%|0.56%|0.73%|2.14%|2.29%
3050|MARTINS|11,751|81.28%|8.15%|1.65%|0.56%|2.04%|6.31%
3051|FORTUNE|11,748|56.83%|36.81%|0.74%|0.95%|2.49%|2.19%
3052|BAIR|11,740|92.78%|2.12%|1.08%|0.43%|1.47%|2.12%
3053|DORMAN|11,739|89.08%|5.38%|0.55%|0.89%|1.82%|2.29%
3053|NEVILLE|11,739|84.36%|10.89%|0.69%|0.41%|1.55%|2.10%
3055|RAINS|11,737|91.04%|2.22%|0.69%|1.25%|1.76%|3.04%
3055|SMALLEY|11,737|84.84%|9.42%|0.55%|0.80%|2.01%|2.38%
3057|LAMAR|11,733|51.14%|39.09%|0.86%|0.51%|2.57%|5.82%
3058|HOLTON|11,731|78.85%|15.94%|0.61%|0.32%|1.74%|2.54%
3059|PATTEN|11,730|84.83%|8.90%|1.03%|1.04%|2.19%|2.01%
3060|HARLOW|11,726|94.07%|1.30%|0.66%|0.51%|1.58%|1.88%
3061|VUE|11,717|0.45%|(S)|97.83%|(S)|1.05%|0.57%
3062|MARX|11,716|94.43%|1.14%|0.73%|0.46%|1.09%|2.14%
3063|SOMMERS|11,706|93.82%|1.67%|0.53%|0.50%|1.54%|1.94%
3064|KOLB|11,705|94.69%|0.38%|0.64%|0.77%|1.40%|2.12%
3065|MORRELL|11,700|83.52%|9.24%|0.64%|0.73%|1.79%|4.08%
3066|HAVENS|11,699|93.28%|1.06%|0.53%|0.53%|1.79%|2.81%
3067|BRICE|11,697|48.09%|45.09%|0.52%|0.53%|2.77%|3.00%
3068|FINNEGAN|11,695|95.22%|0.45%|0.74%|0.11%|1.31%|2.16%
3069|SOARES|11,694|74.30%|8.41%|4.14%|0.37%|4.73%|8.06%
3070|GODOY|11,690|6.67%|1.09%|2.87%|0.33%|0.41%|88.63%
3071|CARL|11,689|88.12%|4.00%|1.40%|2.09%|1.61%|2.79%
3072|HILDEBRAND|11,687|94.29%|0.66%|0.52%|0.68%|1.29%|2.56%
3073|MERINO|11,684|8.43%|0.28%|1.57%|0.52%|0.21%|88.98%
3074|RAWLS|11,679|52.85%|41.60%|0.39%|0.52%|2.48%|2.16%
3075|RAO|11,672|17.02%|0.27%|78.55%|0.16%|2.91%|1.09%
3076|MELLO|11,670|89.56%|0.99%|0.83%|0.30%|1.71%|6.62%
3077|BLAKELY|11,669|62.80%|30.64%|0.46%|0.52%|2.75%|2.83%
3078|MCALISTER|11,665|83.11%|11.63%|0.32%|0.74%|1.90%|2.30%
3079|LYMAN|11,664|88.60%|3.80%|1.47%|0.90%|2.73%|2.51%
3080|HARKINS|11,662|90.48%|4.16%|0.63%|0.81%|1.95%|1.96%
3080|SOMMER|11,662|94.67%|0.28%|0.73%|0.63%|1.29%|2.40%
3082|MCHENRY|11,660|76.81%|16.96%|0.51%|1.01%|2.34%|2.37%
3083|CASON|11,657|64.44%|30.21%|0.49%|0.69%|2.13%|2.04%
3084|FAULK|11,656|70.24%|24.98%|0.32%|0.69%|1.88%|1.90%
3084|WHARTON|11,656|73.32%|20.03%|0.75%|0.45%|2.63%|2.81%
3086|BIGELOW|11,650|86.76%|7.79%|0.79%|0.45%|2.14%|2.07%
3087|HELM|11,649|86.39%|7.58%|0.86%|0.63%|2.42%|2.12%
3088|BULL|11,646|86.12%|8.29%|0.62%|1.19%|1.23%|2.54%
3089|DOCKERY|11,644|65.97%|29.31%|0.26%|0.43%|2.04%|1.99%
3089|THAI|11,644|2.23%|(S)|95.61%|(S)|1.41%|0.58%
3091|MATIAS|11,635|11.82%|0.86%|8.92%|0.21%|0.98%|77.21%
3092|BOLAND|11,631|91.70%|2.18%|0.86%|0.43%|1.51%|3.31%
3093|SPAIN|11,628|73.07%|20.06%|0.64%|1.01%|2.46%|2.74%
3094|JAIN|11,626|3.54%|0.25%|93.35%|0.34%|1.74%|0.79%
3095|COWART|11,621|81.22%|14.22%|0.30%|0.56%|1.94%|1.77%
3096|BROTHERS|11,619|79.12%|15.60%|0.48%|0.71%|2.01%|2.07%
3097|FINE|11,618|91.71%|2.01%|1.67%|0.65%|1.64%|2.32%
3098|ALCARAZ|11,616|3.19%|0.21%|3.37%|0.23%|0.22%|92.77%
3099|PULLIAM|11,613|66.49%|27.71%|0.48%|1.02%|2.51%|1.79%
3100|BENNER|11,612|94.40%|1.27%|0.47%|0.62%|1.07%|2.17%
3101|SCANLON|11,610|95.41%|0.42%|0.75%|0.22%|1.11%|2.09%
3102|NOLASCO|11,609|3.85%|0.33%|5.31%|0.11%|0.49%|89.91%
3102|MENENDEZ|11,609|12.34%|1.13%|0.33%|0.04%|0.19%|85.98%
3104|WALLIS|11,594|90.41%|2.75%|0.78%|1.26%|1.82%|2.98%
3105|JACOBO|11,590|2.93%|0.18%|0.77%|0.22%|0.21%|95.69%
3106|BRANSON|11,587|85.03%|8.82%|0.51%|0.77%|2.09%|2.78%
